ORCL,20140320,LOW
ORCL,20140226,LOW
ORCL,20140204,LOW
ORCL,20140110,LOW
ORCL,20131122,LOW
ORCL,20130721,LOW
ORCL,20130701,LOW
PFE,20130907,LOW
PFE,20130818,LOW
PM,20190602,LOW
PM,20190410,LOW
PM,20190214,LOW
PM,20190118,LOW
PM,20181228,LOW
PM,20181208,LOW
PM,20181107,LOW
PM,20180928,LOW
PM,20180908,LOW
PM,20180819,LOW
PG,20190517,LOW
PG,20190323,LOW
PG,20190303,LOW
PG,20181222,LOW
PG,20181114,LOW
PG,20180909,LOW
PG,20180612,LOW
PG,20180209,LOW
PG,20171125,LOW
PG,20170621,LOW
PG,20170525,LOW
PG,20170323,LOW
PG,20170303,LOW
PG,20170120,LOW
PG,20161220,LOW
PG,20161130,LOW
PG,20161110,LOW
PG,20160908,LOW
PG,20160616,LOW
PG,20160512,LOW
PG,20151230,LOW
PG,20151003,LOW
PG,20150913,LOW
PG,20150320,LOW
PG,20150218,LOW
PG,20141227,LOW
PG,20141202,LOW
PG,20140823,LOW
PG,20140703,LOW
PG,20140609,LOW
PG,20140516,LOW
PG,20140304,LOW
PG,20131217,LOW
PG,20131005,LOW
PG,20130915,LOW
PG,20130712,LOW
PG,20130622,LOW
RY,20190602,LOW
RY,20190503,LOW
RY,20190413,LOW
RY,20190315,LOW
RY,20190202,LOW
RY,20181221,LOW
RY,20181108,LOW
RY,20181004,LOW
RY,20180802,LOW
RY,20180713,LOW
RY,20180118,LOW
RY,20171216,LOW
RY,20171101,LOW
RY,20170505,LOW
RY,20170408,LOW
RY,20170217,LOW
RY,20170128,LOW
RY,20170108,LOW
CRM,20190426,LOW
CRM,20190406,LOW
CRM,20190306,LOW
CRM,20190212,LOW
CRM,20190123,LOW
CRM,20181227,LOW
CRM,20181207,LOW
CRM,20181107,LOW
CRM,20181018,LOW
CRM,20180928,LOW
CRM,20180904,LOW
CRM,20180809,LOW
CRM,20180626,LOW
CRM,20180509,LOW
CRM,20180119,LOW
CRM,20171230,LOW
CRM,20171128,LOW
CRM,20171017,LOW
CRM,20170921,LOW
CRM,20170722,LOW
CRM,20170622,LOW
CRM,20170602,LOW
CRM,20170404,LOW
CRM,20170208,LOW
CRM,20161229,LOW
CRM,20161209,LOW
CRM,20160811,LOW
CRM,20160621,LOW
CRM,20160428,LOW
CRM,20160204,LOW
CRM,20160115,LOW
CRM,20151226,LOW
SAP,20190602,LOW
SAP,20190308,LOW
SAP,20181226,LOW
SAP,20181206,LOW
SAP,20181022,LOW
SAP,20180817,LOW
SAP,20180728,LOW
SAP,20180628,LOW
SAP,20180525,LOW
SAP,20180427,LOW
SAP,20180201,LOW
SAP,20180102,LOW
SAP,20171213,LOW
SAP,20171028,LOW
SAP,20170904,LOW
SAP,20170815,LOW
SAP,20170623,LOW
SAP,20170512,LOW
SAP,20170208,LOW
SAP,20170104,LOW
SAP,20161110,LOW
SAP,20160901,LOW
SAP,20160812,LOW
SAP,20160304,LOW
SAP,20160213,LOW
SAP,20151210,LOW
SAP,20151023,LOW
SAP,20150923,LOW
SAP,20150812,LOW
SAP,20150701,LOW
SAP,20150401,LOW
SAP,20150214,LOW
SAP,20141223,LOW
SAP,20141024,LOW
SAP,20140920,LOW
SAP,20140813,LOW
SAP,20140627,LOW
SAP,20140328,LOW
SAP,20140221,LOW
SAP,20140201,LOW
SAP,20131128,LOW
SAP,20130829,LOW
SAP,20130806,LOW
SAP,20130628,LOW
TSM,20190424,LOW
TSM,20190329,LOW
TSM,20190309,LOW
TSM,20190217,LOW
TMO,20190521,LOW
TMO,20190501,LOW
TMO,20190404,LOW
TMO,20190305,LOW
TMO,20190213,LOW
TMO,20190108,LOW
TMO,20181129,LOW
TMO,20181109,LOW
TMO,20181004,LOW
TMO,20180914,LOW
TMO,20180825,LOW
TD,20190525,LOW
TD,20190503,LOW
TD,20190413,LOW
TOT,20190125,LOW
TOT,20190105,LOW
TOT,20181213,LOW
TOT,20181002,LOW
TOT,20180905,LOW
TOT,20180811,LOW
TOT,20180130,LOW
TOT,20171201,LOW
